datetime,agree_to_participate_in_survey,legal_age,age,gender,state,city,education_level,education_level_ibge,monthly_family_income,time_in_job_market,employment_situation,job_level,professional_activity,main_job_search_channel,most_likely_communication_channel_to_impact_respondent,offered_benefits_importance,detailed_job_description_importance,salary_importance,about_the_company_importance,job_announcement_visual_quality_importance,announcement_text_size_importance,company_culture_importance,ex_employees_testimonies_importance,work_life_balance_importance,diversity_and_inclusion_intiatives_importance,carreer_plan_importance,prizes_and_recognition_importances,online_presence_importance,company_reputation_importance,company_size_importance,Você já deixou de se candidatar a uma vaga devido à má reputação da empresa?,Você tem alguma sugestão e/ou comentário sobre como as empresas podem melhorar suas estratégias de divulgação de vagas de emprego?
7/18/2024 9:17:25,1,1,Entre 20-24 anos,fem,Ceará,Cascavel,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",De 1 até 3 anos,Empregado(a),Assistente,Marketing e Publicidade,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, Anúncios no Instagram, Menu ""Vagas"" no LinkedIn",4,4,4,3,3,2,4,4,3,4,3,3,3,3,3,Não,
7/18/2024 9:18:47,1,1,Entre 35-39 anos,fem,São Paulo,São Paulo,Pós-gradução incompleta,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Gerente,Tecnologia da Informação,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,3,4,2,2,2,3,4,4,3,3,3,2,3,4,Não,
7/18/2024 9:23:18,1,1,Entre 30-34 anos,masc,Rio de Janeiro,Duque de Caxias,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Gerente,Tecnologia da Informação,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,3,2,3,2,1,4,2,3,2,3,2,1,3,3,1,
7/18/2024 9:24:18,1,1,Entre 45-49 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Saúde,LinkedIn,"Menu ""Vagas"" no LinkedIn",3,4,4,4,3,3,4,4,4,2,4,4,4,4,3,Não,
7/18/2024 9:26:18,1,1,Entre 55-59 anos,fem,Ceará,Fortaleza,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Gerente,Saúde,Sites das empresas,"Anúncio em grupos no WhatsApp, Anúncios no Instagram",4,4,4,2,1,1,4,4,2,4,4,3,3,4,4,1,"Deixar clara a faixa salarial por nível de competência para o cargo. Ex: júnior, pleno, sênior"
7/18/2024 9:29:26,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Pós-gradução incompleta,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",De 1 até 3 anos,Empregado(a),Analista Júnior,Tecnologia da Informação,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,3,4,3,2,2,4,4,4,3,4,3,3,4,3,1,"disponibilizar o valor do salario sem ser ""faixa salarial do mercado"" ou coisa do tipo"
7/18/2024 9:46:16,1,1,Entre 25-29 anos,masc,São Paulo,São Paulo,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 5.001,00 a R$ 10.000,00",De 1 até 3 anos,Empregado(a),Analista Júnior,Farmacêutica e/ou Química,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",3,3,3,4,1,1,4,2,4,3,4,2,2,4,3,1,
7/18/2024 9:54:32,1,1,Entre 20-24 anos,masc,São Paulo,Guarulhos,Pós-gradução incompleta,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Júnior,Tecnologia da Informação,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",4,3,4,3,2,1,4,3,4,2,3,1,1,1,1,1,"Deixar claro o salário pretendido (evitar o famoso ""salário a combinar"") para a vaga pode poupar e muito o tempo tanto dos candidatos quanto da própria empresa."
7/18/2024 9:58:07,1,1,Entre 30-34 anos,masc,São Paulo,Santo André,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Analista Pleno,Tecnologia da Informação,LinkedIn,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,2,2,4,3,4,4,4,4,3,4,3,1,
7/18/2024 10:03:08,1,1,Entre 30-34 anos,fem,Minas Gerais,Três Corações,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Técnico(a),Finanças e Contabilidade,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",3,3,3,3,3,3,3,4,4,4,4,3,2,3,2,1,As empresas poderiam ser mais claras em relação ao que é esperado e o que é oferecido
7/18/2024 10:04:29,1,1,Entre 30-34 anos,fem,Ceará,Cascavel,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Especialista,Educação,Indicação,Anúncio em grupos no WhatsApp,4,4,4,4,3,3,4,4,4,4,4,3,2,4,2,1,
7/18/2024 10:14:23,1,1,Entre 40-44 anos,fem,São Paulo,São José dos Campos,Pós-gradução incompleta,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Analista Júnior,Tecnologia da Informação,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,3,4,3,3,3,4,2,4,4,4,3,3,4,4,1,Não
7/18/2024 10:15:53,1,1,Entre 50-54 anos,fem,Paraíba,Campina Grande,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Gerente,Finanças e Contabilidade,Indicação,Anúncio em rádio,4,3,4,4,3,0,4,2,4,4,4,4,3,3,2,Não,Fazer mais anúncios através de Redes de comunicação
7/18/2024 10:16:46,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Júnior,Turismo e Hospitalidade,LinkedIn,"Anúncio em grupos no WhatsApp, Anúncios no Instagram, Menu ""Vagas"" no LinkedIn",3,2,4,3,1,2,4,4,4,3,3,3,2,4,1,1,
7/18/2024 10:17:35,1,1,Entre 40-44 anos,masc,São Paulo,Barueri,Pós-graduação completa,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Vendas e Comércio,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,3,4,4,2,1,4,3,4,4,4,3,2,4,2,1,
7/18/2024 10:18:55,1,1,Entre 55-59 anos,masc,Rio de Janeiro,Rio de Janeiro,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Aposentado(a),Diretor(a),Militar,Sites de vagas de emprego,E-mail,4,4,4,4,2,1,4,4,4,4,4,4,3,4,3,1,Não
7/18/2024 10:18:55,1,1,Entre 25-29 anos,masc,São Paulo,Campinas,Pós-gradução incompleta,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Menos de 1 ano,Desempregado(a),Assistente,Engenharia,LinkedIn,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",4,4,4,3,0,2,4,2,4,2,4,2,4,4,4,1,
7/18/2024 10:20:55,1,1,Entre 35-39 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Desempregado(a),Gerente,Eventos,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,3,3,2,1,3,3,4,4,3,3,2,3,1,1,"Ter um processo mais claro, usar plataformas que sejam conectadas com o LinkedIn e que evite ter que ficar preenchendo o CV, falar abertamente sobre os benefícios e salário oferecidos, solicitar ao candidato o que realmente condiz com a vaga e não coisas absurdas que jamais serão utilizadas, ter transparência sobre a cultura da empresa"
7/18/2024 10:28:18,1,1,Entre 25-29 anos,fem,Santa Catarina,Itajaí,Pós-gradução incompleta,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Pleno,Recursos Humanos,LinkedIn,"Anúncio em grupos no WhatsApp, Anúncios no Instagram, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,1,
7/18/2024 10:28:38,1,1,Entre 35-39 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 6 até 10 anos,Empregado(a),Gerente,Marketing e Publicidade,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,3,4,4,2,2,4,3,4,3,4,3,3,4,3,1,
7/18/2024 10:41:41,1,1,Entre 35-39 anos,masc,São Paulo,Itanhaém,Pós-graduação completa,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 10 anos,Empregado(a),Especialista,Tecnologia da Informação,LinkedIn,"Menu ""Vagas"" no LinkedIn",2,4,1,0,3,0,3,4,3,3,4,2,0,3,4,1,"Divulgar quais as expectativas para os primeiros 1, 3, 5, 30, 90, 180 dias do novo profissional"
7/18/2024 10:44:36,1,1,Entre 35-39 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Analista Sênior,Recursos Humanos,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,1,3,3,1,1,3,3,3,3,4,3,4,3,3,Não,
7/18/2024 10:59:32,1,1,Entre 60-64 anos,fem,Bahia,Lauro de Freitas,Pós-graduação completa,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Aposentado(a),Coordenador(a) ou Supervisor(a),Educação,LinkedIn,"Anúncio em grupos no WhatsApp, Anúncios no Instagram, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,1,Oportunizar os candidatos sem experiência a serem selecionados para entrevista.
7/18/2024 11:21:39,1,1,Entre 25-29 anos,masc,São Paulo,São Paulo,Pós-gradução incompleta,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Pleno,Turismo e Hospitalidade,Sites das empresas,"Anúncios no Instagram, E-mail, Menu ""Vagas"" no LinkedIn",3,3,4,3,1,0,3,4,4,3,2,1,1,3,1,Não,
7/18/2024 11:23:24,1,1,Acima de 65 anos,masc,Minas Gerais,Extrema,Pós-graduação completa,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Desempregado(a),Diretor(a),Marketing e Publicidade,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,3,3,3,2,4,3,4,3,3,4,3,1,Transparência nos resultados e melhores salários
7/18/2024 11:38:13,1,1,Entre 25-29 anos,masc,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",De 1 até 3 anos,Empregado(a),Analista Júnior,Tecnologia da Informação,LinkedIn,"Anúncios no Instagram, E-mail, Menu ""Vagas"" no LinkedIn",4,3,4,4,1,1,3,3,4,2,4,2,2,4,3,Não,"Ter mais clareza sobre as etapas do processo seletivo e quais são as funções esperadas pelo profissional a assumir a vaga me motivam mais aplicar a ela. Além disso, a divulgação do salário e benefícios no início do processo também melhoram ele como um todo."
7/18/2024 13:02:05,1,1,Entre 30-34 anos,masc,São Paulo,São paulo,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Operações de Produção,LinkedIn,"Menu ""Vagas"" no LinkedIn",3,3,3,2,2,2,3,3,4,3,3,2,2,3,2,1,
7/18/2024 13:17:59,1,1,Entre 40-44 anos,fem,São Paulo,Caieiras,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Especialista,Administração e Negócios,Indicação,E-mail,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
7/18/2024 13:44:49,1,1,Entre 25-29 anos,masc,Goiás,Quirinópolis,Pós-gradução incompleta,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",De 1 até 3 anos,Empregado(a),Assistente,Agricultura e Meio Ambiente,LinkedIn,"Anúncio em grupos no WhatsApp, Anúncios no Instagram, Menu ""Vagas"" no LinkedIn",4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,1,
7/18/2024 14:12:31,1,1,Entre 30-34 anos,fem,São Paulo,São Bernardo Do Campo,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Especialista,Turismo e Hospitalidade,LinkedIn,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",4,4,4,3,2,2,4,4,4,4,4,4,1,4,0,1,
7/18/2024 15:34:55,1,1,Entre 30-34 anos,fem,São Paulo,São Paulo,Pós-gradução incompleta,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Desempregado(a),Especialista,Administração e Negócios,Sites das empresas,E-mail,4,4,3,4,3,2,4,4,4,4,4,2,1,4,2,1,
7/18/2024 17:10:18,1,1,Entre 30-34 anos,masc,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Especialista,Tecnologia da Informação,LinkedIn,"Anúncio em grupos no WhatsApp, Anúncios no Instagram, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,3,3,3,0,3,4,0,4,4,0,0,3,Não,
7/18/2024 17:17:49,1,1,Entre 20-24 anos,masc,Ceará,Alto Santo,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 2.001,00 a R$ 3.000,00",Mais de 6 até 10 anos,Empregado(a),Auxiliar ou Ajudante,Construção Civil,Pessoalmente na própria empresa,Anúncio em grupos no WhatsApp,4,4,4,4,4,4,3,4,4,3,4,4,4,4,2,Não,
7/18/2024 17:23:56,1,1,Entre 20-24 anos,masc,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Empregado(a),Especialista,Vendas e Comércio,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,4,4,3,3,4,3,4,4,4,4,2,4,2,1,
7/18/2024 18:06:32,1,1,Entre 30-34 anos,fem,São Paulo,São Paulo,Pós-gradução incompleta,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 10 anos,Empregado(a),Especialista,Marketing e Publicidade,LinkedIn,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",4,3,3,1,2,2,4,3,4,2,4,2,0,4,3,1,
7/18/2024 18:17:46,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Pós-gradução incompleta,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",De 1 até 3 anos,Empregado(a),Analista Júnior,Farmacêutica e/ou Química,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,2,2,2,3,2,4,3,4,1,1,4,1,1,
7/18/2024 18:55:09,1,1,Entre 25-29 anos,fem,Paraná,Maringá,Pós-gradução incompleta,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 6 até 10 anos,Empregado(a),Técnico(a),Direito,Sites de vagas de emprego,Anúncios no Instagram,4,4,4,4,2,3,4,4,4,4,4,4,3,4,2,1,
7/18/2024 20:58:48,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Especialista,Marketing e Publicidade,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",4,3,4,4,3,1,4,3,4,4,4,3,3,4,2,1,
7/19/2024 4:11:31,1,1,Entre 20-24 anos,fem,Minas Gerais,Uberaba,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Empregado(a),Estagiário(a),Direito,Sites das empresas,"Anúncio em grupos no WhatsApp, Anúncios no Facebook, Anúncios no Instagram, Evento/feira de recrutamento/mutirões de emprego",3,4,4,2,2,2,2,3,4,3,3,2,2,3,3,1,
7/19/2024 9:13:00,1,1,Entre 55-59 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Aposentado(a),Assistente,Finanças e Contabilidade,Indicação,Anúncio em grupos no WhatsApp,4,4,4,3,2,1,4,3,4,3,4,3,2,4,3,1,
7/19/2024 12:09:59,1,1,Entre 30-34 anos,masc,Pará,Belém,Pós-graduação completa,Superior completo,"De R$ 1.001,00 a R$ 2.000,00",Mais de 3 até 6 anos,Desempregado(a),Assistente,Administração e Negócios,Sites de vagas de emprego,"Anúncios no Instagram, Evento/feira de recrutamento/mutirões de emprego, Menu ""Vagas"" no LinkedIn",4,3,4,4,3,3,4,3,4,4,4,4,3,4,4,1,Acredito que os recrutadores deveriam avaliar melhor a perspectiva de potencial do candidato ao invés de levar em conta somente a experiência.
7/19/2024 12:28:14,1,1,Entre 25-29 anos,fem,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Desempregado(a),Assistente,Educação,Sites das empresas,"Anúncios no Facebook, Anúncios no Instagram, Evento/feira de recrutamento/mutirões de emprego",4,4,4,4,3,3,4,4,4,2,3,2,2,4,2,1,
7/19/2024 14:36:10,1,1,Entre 30-34 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Pleno,Marketing e Publicidade,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,1,
7/19/2024 19:34:30,1,1,Entre 20-24 anos,fem,São Paulo,Osasco,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 1.001,00 a R$ 2.000,00",De 1 até 3 anos,Empregado(a),CEO,Vendas e Comércio,Sites de vagas de emprego,"Anúncios no Instagram, Menu ""Vagas"" no LinkedIn, Propaganda na televisão",3,4,4,4,2,2,3,4,4,3,3,3,4,4,2,1,
7/19/2024 22:15:33,1,1,Entre 35-39 anos,masc,São Paulo,São Paulo,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Analista Pleno,Tecnologia da Informação,Indicação,"Anúncio em grupos no WhatsApp, Anúncios no Facebook, Menu ""Vagas"" no LinkedIn",4,4,3,3,3,3,4,4,3,3,4,4,3,3,3,1,"Acho que o maior erro das vagas é não estar claro o perfil do candidato que procuram. O RH recebe uma pancada de gente que não lê o que a vaga exige, logo a pessoa que recruta não sabe muito o que procurar nos candidatos e todos perdem tempo, ficando por mais tempo a vaga em aberto. Muito válido, necessário uma conversa com o gestor para abrir mais a mente e a pesquisa no mercado de trabalho. Boa sorte!!!"
7/20/2024 10:53:30,1,1,Entre 55-59 anos,fem,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Aposentado(a),Analista Sênior,Recursos Humanos,LinkedIn,"Menu ""Vagas"" no LinkedIn",3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,1,
7/21/2024 23:02:23,1,1,Entre 20-24 anos,fem,São Paulo,Rio das Pedras,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",De 1 até 3 anos,Empregado(a),Especialista,Educação,Sites das empresas,E-mail,4,4,4,2,1,1,4,4,4,4,3,2,2,3,2,Não,
7/22/2024 15:58:17,1,1,Entre 30-34 anos,fem,Espírito Santo,Linhares,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Desempregado(a),Assistente,Administração e Negócios,Facebook e/ou Instagram,Anúncios no Instagram,4,4,4,4,1,1,4,4,4,4,4,3,3,4,3,1,
7/24/2024 7:45:41,1,1,Entre 25-29 anos,masc,Sergipe,Aracaju,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),CEO,Marketing e Publicidade,Sites de vagas de emprego,Anúncio em grupos no WhatsApp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
7/24/2024 22:41:14,1,1,Entre 25-29 anos,fem,Paraná,Curitiba,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",De 1 até 3 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Engenharia,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,3,4,4,2,3,2,4,4,1,4,3,0,4,2,Não,
7/25/2024 11:31:48,1,1,Entre 45-49 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Gerente,Vendas e Comércio,Sites das empresas,"Menu ""Vagas"" no LinkedIn",4,3,4,2,2,1,3,3,4,4,4,4,3,3,1,1,"Sites confiáveis e ter opção de deixar o currículo no site da empresa, mesmo que seja  administrador por prestador de serviço."
8/1/2024 03:24:54,1,1,Entre 20-24 anos,fem,São Paulo,Santos,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Assistente,Comércio Exterior,LinkedIn,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,4,3,3,2,3,4,4,4,3,3,3,1,
8/20/2024 8:53:50,1,1,Entre 60-64 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Aposentado(a),Assistente,Vendas e Comércio,Pessoalmente na própria empresa,"Anúncio em grupos no WhatsApp, Banner/cartaz/outdoor, E-mail, Evento/feira de recrutamento/mutirões de emprego, Menu ""Vagas"" no LinkedIn",4,4,4,4,3,3,3,2,3,2,3,3,2,3,2,Não,
